ski_pass,godina,vreme_nesrece,value,date1,date1_ts,
Ne moze se procitati,2008,2/11/2008 12:42,Karaman greben,2/11/2008 12:42,97892490,
30-1078-01-130512 11,2008,2/12/2008 14:10,Karaman greben,2/12/2008 14:10,97984197,
30-1078-02-131654 39,2008,2/13/2008 11:50,Karaman greben,2/13/2008 11:50,98062160,
30-1078-01-130910 10,2008,2/14/2008 10:10,Karaman greben,2/14/2008 10:10,98142571,
navodno već vraćen,2008,2/14/2008 15:30,Karaman greben,2/14/2008 15:30,98161784,
30-1078-04-84631 10,2008,2/16/2008 11:00,Karaman greben,2/16/2008 11:00,98318355,
nema,2008,2/16/2008 14:30,Karaman greben,2/16/2008 14:30,98331005,
30-1078-02-132994 45,2008,2/16/2008 15:30,Karaman greben,2/16/2008 15:30,98334588,
30-1078-04-85201 40,2008,2/17/2008 12:15,Karaman greben,2/17/2008 12:15,98409281,
30-1078-04-85706 45,2008,2/18/2008 11:55,Karaman greben,2/18/2008 11:55,98494455,
30-1078-03-86391 43,2008,2/19/2008 11:05,Karaman greben,2/19/2008 11:05,98577868,
30-1078-07-4672 25,2008,2/20/2008 16:05,Karaman greben,2/20/2008 16:05,98682275,
30 1078 03 86801 40,2008,2/22/2008 10:40,Karaman greben,2/22/2008 10:40,98835576,
30 1078 07 4524 25,2008,2/22/2008 16:20,Karaman greben,2/22/2008 16:20,98855997,
14-1078-03-86356 43,2008,2/23/2008 14:50,Karaman greben,2/23/2008 14:50,98936989,
14 1078 03 86676 40,2008,2/23/2008 16:10,Karaman greben,2/23/2008 16:10,98941798,
30-1078-01-132379 36,2008,2/23/2008 16:50,Karaman greben,2/23/2008 16:50,98944166,
30-1078-03- 87289-40,2008,2/24/2008 13:47,Karaman greben,2/24/2008 13:47,99019596,
,2008,2/24/2008 14:41,Karaman greben,2/24/2008 14:41,99022852,
30-1078-01-134181 25,2008,2/27/2008 12:40,Karaman greben,2/27/2008 12:40,99274791,
,2008,3/2/2008 16:30,Karaman greben,3/2/2008 16:30,99634183,
30-1078-01-86711 10,2008,3/5/2008 11:10,Karaman greben,3/5/2008 11:10,99874160,
30-1078-04-87426 38,2008,3/5/2008 14:44,Karaman greben,3/5/2008 14:44,99887005,
30-1078-07-5605 25,2008,3/6/2008 13:55,Karaman greben,3/6/2008 13:55,99970499,
30-1078-02-137462 10,2008,3/6/2008 14:15,Karaman greben,3/6/2008 14:15,99971662,
30-1078-01-135607 45,2008,3/7/2008 14:05,Karaman greben,3/7/2008 14:05,100057456,
30-1078-01-135600 45,2008,3/7/2008 14:30,Karaman greben,3/7/2008 14:30,100059002,
30-1078-07-5972 36,2008,3/11/2008 13:00,Karaman greben,3/11/2008 13:00,100399177,
30-1078-01-137286 43,2008,3/18/2008 11:00,Karaman greben,3/18/2008 11:00,100996804,
3.01078E+14,2008,3/24/2008 13:40,Karaman greben,3/24/2008 13:40,101524789,
30-1078-02-1402583 38,2008,3/27/2008 13:00,Karaman greben,3/27/2008 13:00,101781564,
30-1078-02-141426 45,2008,3/29/2008 14:55,Karaman greben,3/29/2008 14:55,101961251,
30-1078-04-89173 44,2008,3/30/2008 15:10,Karaman greben,3/30/2008 15:10,102048567,
26-1078-01-140101 38,2009,12/14/2008 15:00,Karaman greben,12/14/2008 15:00,124425573,
26-1078-01-140099,2009,12/21/2008 12:50,Karaman greben,12/21/2008 12:50,125022600,
26-1078-06-10637 47,2009,12/22/2008 12:05,Karaman greben,12/22/2008 12:05,125106280,
26-1078-01-14-01188 36,2009,12/24/2008 14:00,Karaman greben,12/24/2008 14:00,125285966,
26-1078-03-91276 44,2009,12/25/2008 13:30,Karaman greben,12/25/2008 13:30,125370572,
26-1078-06-1197 50,2009,12/26/2008 15:17,Karaman greben,12/26/2008 15:17,125463391,
26-1078-02-143842 11,2008,12/26/2008 15:36,Karaman greben,12/26/2008 15:36,125464538,
26-1078-01-140815 11,2008,12/27/2008 15:36,Karaman greben,12/27/2008 15:36,125550950,
26-1078-06-11759 47,2008,12/28/2008 15:30,Karaman greben,12/28/2008 15:30,125636962,
29-1078-03-91661 8,2008,12/29/2008 13:45,Karaman greben,12/29/2008 13:45,125717056,
26-1078-07-8550 46,2008,12/30/2008 14:35,Karaman greben,12/30/2008 14:35,125806498,
26-1078-02-144632 36,2008,12/30/2008 15:10,Karaman greben,12/30/2008 15:10,125808603,
26-1078-02-144631 36,2008,12/31/2008 14:55,Karaman greben,12/31/2008 14:55,125894084,
26-1078-06-11673 47,2008,1/2/2009 14:15,Karaman greben,1/2/2009 14:15,126064482,
26-1078-06-12512 47,2008,1/2/2009 14:25,Karaman greben,1/2/2009 14:25,126065098,
26-1078-02-145169 55,2008,1/2/2009 15:50,Karaman greben,1/2/2009 15:50,126070198,
26-1078-03-92842 54,2008,1/4/2009 12:30,Karaman greben,1/4/2009 12:30,126230994,
26-1078-07-9404 25,2008,1/4/2009 13:30,Karaman greben,1/4/2009 13:30,126234554,
26-1078-08-8477 56,2008,1/6/2009 11:10,Karaman greben,1/6/2009 11:10,126398995,
26-1078-02-146027 55,2008,1/7/2009 10:55,Karaman greben,1/7/2009 10:55,126484486,
26-1078-01-143839  38,2008,1/7/2009 12:50,Karaman greben,1/7/2009 12:50,126491395,
26-1078-08-8282 50,2008,1/7/2009 14:30,Karaman greben,1/7/2009 14:30,126497353,
26-1078-03-92675  51,2008,1/8/2009 15:10,Karaman greben,1/8/2009 15:10,126586168,
26-1078-01-143844 38,2008,1/9/2009 12:50,Karaman greben,1/9/2009 12:50,126664172,
26-1078-0393525 51,2008,1/9/2009 15:30,Karaman greben,1/9/2009 15:30,126673804,
26-1078-02-147708 55,2008,1/11/2009 10:40,Karaman greben,1/11/2009 10:40,126829189,
26-07807-10593 25,2009,1/12/2009 11:15,Karaman greben,1/12/2009 11:15,126917656,
26-1078-01-145341 54,2008,1/12/2009 15:30,Karaman greben,1/12/2009 15:30,126932964,
26-1078-06-14401 56,2009,1/12/2009 15:30,Karaman greben,1/12/2009 15:30,126932997,
26-1078-02-147509 55,2009,1/15/2009 10:50,Karaman greben,1/15/2009 10:50,127175387,
26-1078-11-1060,2009,1/15/2009 15:10,Karaman greben,1/15/2009 15:10,127190969,
26-1078-09-1386 53,2009,1/16/2009 14:01,Karaman greben,1/16/2009 14:01,127273210,
26-1078-01-93773 56,2009,1/17/2009 13:30,Karaman greben,1/17/2009 13:30,127357809,
26-1078-10920 25,2009,1/17/2009 15:05,Karaman greben,1/17/2009 15:05,127363464,
26-1078-07-10908 25,2009,1/18/2009 16:00,Karaman greben,1/18/2009 16:00,127453172,
26-1078-01-146660 56,2009,1/22/2009 14:15,Karaman greben,1/22/2009 14:15,127792468,
26-1078-02-148809 55,2009,1/24/2009 12:20,Karaman greben,1/24/2009 12:20,127958367,
26-1078-03-949-22 40,2009,1/24/2009 15:30,Karaman greben,1/24/2009 15:30,127969797,
26-1078-07-11550 25,2009,1/25/2009 12:05,Karaman greben,1/25/2009 12:05,128043862,
26-1078-02-149540 55,2009,1/28/2009 11:20,Karaman greben,1/28/2009 11:20,128300382,
26-1078-01-147442036,2009,1/28/2009 14:23,Karaman greben,1/28/2009 14:23,128311374,
26-1078-01-147108-11,2009,1/30/2009 11:17,Karaman greben,1/30/2009 11:17,128473024,
26-1078-06-15764 47,2009,1/30/2009 13:21,Karaman greben,1/30/2009 13:21,128480444,
,2009,1/30/2009 17:45,Karaman greben,1/30/2009 17:45,128496303,
26-1078-07-11564 25,2009,1/31/2009 13:30,Karaman greben,1/31/2009 13:30,128567394,
26-1078-10 3165 45,2009,2/1/2009 14:30,Karaman greben,2/1/2009 14:30,128657357,
26-1078-03-96214 40,2009,2/1/2009 14:50,Karaman greben,2/1/2009 14:50,128658583,
26-1078-11 1638 50,2009,2/1/2009 15:00,Karaman greben,2/1/2009 15:00,128659157,
26-1078-01-148433 11,2009,2/2/2009 10:30,Karaman greben,2/2/2009 10:30,128729408,
28-1078-02-151060 58,2009,2/4/2009 15:30,Karaman greben,2/4/2009 15:30,128920195,
26-1078-03-96050 40,2009,2/6/2009 14:30,Karaman greben,2/6/2009 14:30,129089373,
nema,2009,2/6/2009 16:20,Karaman greben,2/6/2009 16:20,129096000,
26-1078-06-17215 47,2009,2/11/2009 15:28,Karaman greben,2/11/2009 15:28,129524870,
nema,2009,2/13/2009 10:02,Karaman greben,2/13/2009 10:02,129678099,
2.61078E+14,2009,2/14/2009 14:40,Karaman greben,2/14/2009 14:40,129781167,
26-1078-03-97634 54,2009,2/15/2009 11:50,Karaman greben,2/15/2009 11:50,129857350,
11-1078-08-11302 55,2009,2/15/2009 14:55,Karaman greben,2/15/2009 14:55,129868509,
261078-03-97587 54,2009,2/15/2009 16:30,Karaman greben,2/15/2009 16:30,129874190,
/,2014,2/17/2009 14:55,Karaman greben,2/17/2009 14:55,130041303,
26-1078-02-152311 55,2009,2/19/2009 10:50,Karaman greben,2/19/2009 10:50,130199399,
26-1078-03-98312 58,2009,2/19/2009 15:15,Karaman greben,2/19/2009 15:15,130215279,
26-1078-06-18299 58,2009,2/20/2009 15:30,Karaman greben,2/20/2009 15:30,130302600,
26-1078-06-18218 56,2009,2/21/2009 12:20,Karaman greben,2/21/2009 12:20,130377576,
nema ski pass,2009,2/22/2009 12:30,Karaman greben,2/22/2009 12:30,130464583,
26-1078-07-14006 37,2009,2/22/2009 15:13,Karaman greben,2/22/2009 15:13,130474377,
29-1078-11-2600 31,2009,2/23/2009 10:40,Karaman greben,2/23/2009 10:40,130544371,
26-1078-11-2852 52,2009,2/25/2009 15:00,Karaman greben,2/25/2009 15:00,130732792,
86-1078-08-12474 45,2009,2/25/2009 16:15,Karaman greben,2/25/2009 16:15,130737276,
26-1078-01 152620 36,2009,2/26/2009 10:55,Karaman greben,2/26/2009 10:55,130804506,
nema,2009,2/26/2009 15:27,Karaman greben,2/26/2009 15:27,130820815,
26-1078-03-98589 57,2009,2/26/2009 16:32,Karaman greben,2/26/2009 16:32,130824677,
1078-08-12859 50,2009,2/28/2009 12:30,Karaman greben,2/28/2009 12:30,130982967,
26-1078-02-155442 54,2009,2/28/2009 13:20,Karaman greben,2/28/2009 13:20,130985988,
Nema,2009,2/28/2009 13:40,Karaman greben,2/28/2009 13:40,130987162,
26-1078-02-155537 46,2009,3/2/2009 10:20,Karaman greben,3/2/2009 10:20,131147988,
26-1078-06-1990947,2009,3/2/2009 13:19,Karaman greben,3/2/2009 13:19,131158700,
26-1078-04-98102 55,2009,3/3/2009 16:20,Karaman greben,3/3/2009 16:20,131255994,
26-1078-07-14603 25,2009,3/4/2009 10:10,Karaman greben,3/4/2009 10:10,131320183,
26-1078-02-1563,2009,3/4/2009 13:05,Karaman greben,3/4/2009 13:05,131330700,
26-1078-01-153903 55,2009,3/6/2009 11:25,Karaman greben,3/6/2009 11:25,131497490,
26-1078-04-98987 52,2009,3/7/2009 13:10,Karaman greben,3/7/2009 13:10,131590178,
26-1078-01-154340 38,2009,3/7/2009 15:00,Karaman greben,3/7/2009 15:00,131596765,
26-1078-06-20241 47,2009,3/7/2009 15:33,Karaman greben,3/7/2009 15:33,131598767,
26-1078-08-14424 28,2009,3/10/2009 12:05,Karaman greben,3/10/2009 12:05,131845501,
26-1078-04-99591 36,2009,3/11/2009 13:40,Karaman greben,3/11/2009 13:40,131937594,
26-1078-03-100919 40,2009,3/11/2009 13:52,Karaman greben,3/11/2009 13:52,131938273,
Nema,2009,3/11/2009 14:40,Karaman greben,3/11/2009 14:40,131941181,
26-1078-06-20987 11,2009,3/11/2009 14:48,Karaman greben,3/11/2009 14:48,131941642,
26-1078-01-155339 46,2009,3/11/2009 15:30,Karaman greben,3/11/2009 15:30,131944161,
26-1078-08-14620 8,2009,3/13/2009 12:45,Karaman greben,3/13/2009 12:45,132107055,
26-1078-14536 56,2009,3/13/2009 15:02,Karaman greben,3/13/2009 15:02,132115318,
26-1078-04-100-266 58,2009,3/16/2009 13:35,Karaman greben,3/16/2009 13:35,132369292,
26-1078-06-21791 56,2009,3/18/2009 11:43,Karaman greben,3/18/2009 11:43,132535338,
26-10‚78-06 21980 11,2009,3/19/2009 14:10,Karaman greben,3/19/2009 14:10,132630572,
nema,2009,3/28/2009 12:05,Karaman greben,3/28/2009 12:05,133400703,
26-1078-03-102756 40,2009,3/28/2009 12:53,Karaman greben,3/28/2009 12:53,133403578,
26-1078-10-5538 10,2009,3/28/2009 16:05,Karaman greben,3/28/2009 16:05,133415073,
26-1078-06-2332211,2009,3/29/2009 15:50,Karaman greben,3/29/2009 15:50,133500581,
01-1078-10-6220 11,2009,12/20/2009 12:20,Karaman greben,12/20/2009 12:20,156470403,
01-1078-06-23961 47,2009,12/20/2009 15:00,Karaman greben,12/20/2009 15:00,156479994,
01-1078-06-24062 47,2009,12/21/2009 12:10,Karaman greben,12/21/2009 12:10,156556175,
01-1078-08-16567 55,2009,12/22/2009 10:40,Karaman greben,12/22/2009 10:40,156637208,
01-1078-06-242-86 47,2009,12/22/2009 11:00,Karaman greben,12/22/2009 11:00,156638370,
01-1078-01-158946 50,2009,12/24/2009 10:00,Karaman greben,12/24/2009 10:00,156807557,
01-1078-11-4381 50,2009,12/24/2009 10:25,Karaman greben,12/24/2009 10:25,156809081,
23-1078-11-17324 37,2009,12/24/2009 11:17,Karaman greben,12/24/2009 11:17,156812171,
01-1078-08-16440 50,2009,12/24/2009 11:27,Karaman greben,12/24/2009 11:27,156812795,
01-1078-06-23913 47,2009,12/24/2009 14:10,Karaman greben,12/24/2009 14:10,156822584,
01-1078-10-6160 11,2009,12/24/2009 14:35,Karaman greben,12/24/2009 14:35,156824090,
01-1078-07-16884 38,2009,12/25/2009 13:00,Karaman greben,12/25/2009 13:00,156904792,
01-1078-01-159121 11,2009,12/26/2009 13:20,Karaman greben,12/26/2009 13:20,156992397,
26-1078-11-17159 37,2009,12/28/2009 11:25,Karaman greben,12/28/2009 11:25,157158289,
01-10-78-04-102187 40,2009,12/28/2009 14:15,Karaman greben,12/28/2009 14:15,157168461,
01-1078-04-102090 40,2009,12/30/2009 11:04,Karaman greben,12/30/2009 11:04,157329843,
01-1078-06-25835 47,2010,1/2/2010 14:15,Karaman greben,1/2/2010 14:15,157600466,
01-1078-04-102464 52,2010,1/2/2010 15:18,Karaman greben,1/2/2010 15:18,157604234,
01-1078-01-159700 36,2010,1/4/2010 12:56,Karaman greben,1/4/2010 12:56,157768520,
01-1078-01-159541 11,2010,1/4/2010 14:00,Karaman greben,1/4/2010 14:00,157772405,
,2010,1/8/2010 11:12,Karaman greben,1/8/2010 11:12,158107879,
01-1078-03-104212 44,2010,1/8/2010 13:14,Karaman greben,1/8/2010 13:14,158115220,
01-1078-12-608 8,2010,1/9/2010 11:30,Karaman greben,1/9/2010 11:30,158195398,
01-1078-07-17511 45,2010,1/9/2010 11:35,Karaman greben,1/9/2010 11:35,158195697,
,2010,1/10/2010 11:42,Karaman greben,1/10/2010 11:42,158282486,
nema,2010,1/10/2010 14:00,Karaman greben,1/10/2010 14:00,158290769,
01-1078-12-458 56,2010,1/11/2010 11:50,Karaman greben,1/11/2010 11:50,158369399,
29-1078-09-2840 53,2010,1/11/2010 12:00,Karaman greben,1/11/2010 12:00,158370007,
01-1078-04-103364 63,2010,1/11/2010 13:00,Karaman greben,1/11/2010 13:00,158373602,
01-1078-08-18831 55,2010,1/12/2010 11:55,Karaman greben,1/12/2010 11:55,158456080,
01-1078-08-18957 36,2010,1/12/2010 12:20,Karaman greben,1/12/2010 12:20,158457568,
01-1078-12-843 8,2010,1/12/2010 12:45,Karaman greben,1/12/2010 12:45,158459097,
,2010,1/13/2010 10:45,Karaman greben,1/13/2010 10:45,158538274,
01-1078-10-7229 61,2010,1/14/2010 14:15,Karaman greben,1/14/2010 14:15,158637277,
61-1078-12-756 8,2010,1/15/2010 15:20,Karaman greben,1/15/2010 15:20,158727587,
29-1078-07-18054 56,2010,1/17/2010 12:02,Karaman greben,1/17/2010 12:02,158888483,
01-1078-10-7747 47,2010,1/19/2010 14:43,Karaman greben,1/19/2010 14:43,159070972,
01-1078-03-107848 44,2010,1/21/2010 11:50,Karaman greben,1/21/2010 11:50,159233354,
29-1078-08-15947 55,2010,1/22/2010 13:10,Karaman greben,1/22/2010 13:10,159324600,
 TV KOP 6,2010,1/23/2010 14:30,Karaman greben,1/23/2010 14:30,159415764,
01-1078-1017983 62,2010,1/24/2010 11:05,Karaman greben,1/24/2010 11:05,159489885,
01-1078-02-161593-11,2010,1/25/2010 11:30,Karaman greben,1/25/2010 11:30,159577769,
01-1078-01-161232 38,2010,1/25/2010 12:30,Karaman greben,1/25/2010 12:30,159581400,
01-1078-06-28416 38,2010,1/25/2010 15:38,Karaman greben,1/25/2010 15:38,159592689,
01-1078-07-18493 25,2010,1/27/2010 12:48,Karaman greben,1/27/2010 12:48,159755278,
01-1078-04-104474 58,2010,1/28/2010 12:30,Karaman greben,1/28/2010 12:30,159840606,
01-1078-10-8222 59,2010,1/29/2010 12:35,Karaman greben,1/29/2010 12:35,159927267,
01-1078-04-104451 58,2010,1/29/2010 13:25,Karaman greben,1/29/2010 13:25,159930254,
01-1078-10-8652 53,2010,1/31/2010 13:40,Karaman greben,1/31/2010 13:40,160103955,
01 1078 07 18935 60,2010,2/1/2010 9:05,Karaman greben,2/1/2010 9:05,160173856,
01-1078-08-20689 62,2010,2/2/2010 12:49,Karaman greben,2/2/2010 12:49,160273699,
01-1078-01-162307 60,2010,2/4/2010 10:45,Karaman greben,2/4/2010 10:45,160439081,
01-1078-04-105182 56,2010,2/5/2010 11:36,Karaman greben,2/5/2010 11:36,160528559,
01-1078-12-2353 8,2010,2/5/2010 15:14,Karaman greben,2/5/2010 15:14,160541630,
01-1078-02-162145 63,2010,2/6/2010 15:20,Karaman greben,2/6/2010 15:20,160628387,
01-1078-11-6763 62,2010,2/7/2010 10:15,Karaman greben,2/7/2010 10:15,160696452,
01-1078-11-6819 45,2010,2/7/2010 12:28,Karaman greben,2/7/2010 12:28,160704473,
01-10+8-01-16268658,2010,2/7/2010 12:50,Karaman greben,2/7/2010 12:50,160705779,
01-1078-08-21326 55,2010,2/8/2010 11:45,Karaman greben,2/8/2010 11:45,160788274,
01-1078-06-29626 47,2010,2/9/2010 12:10,Karaman greben,2/9/2010 12:10,160876209,
Nema ski-pas,2010,2/10/2010 13:14,Karaman greben,2/10/2010 13:14,160966427,
29 1078 11 1726837,2010,2/10/2010 15:32,Karaman greben,2/10/2010 15:32,160974712,
01-1078-01-162699 50,2010,2/12/2010 12:40,Karaman greben,2/12/2010 12:40,161137158,
01-1078-06-30397 47,2010,2/14/2010 12:12,Karaman greben,2/14/2010 12:12,161308317,
01-1078-08-22669 36,2010,2/14/2010 16:15,Karaman greben,2/14/2010 16:15,161322853,
01-1078-03-105874 44,2010,2/15/2010 11:20,Karaman greben,2/15/2010 11:20,161391579,
26-1078-11-17191 37,2010,2/15/2010 11:21,Karaman greben,2/15/2010 11:21,161391641,
01-1078-01-105914 44,2010,2/16/2010 12:30,Karaman greben,2/16/2010 12:30,161482157,
01-1078-08-21836 11,2010,2/17/2010 11:21,Karaman greben,2/17/2010 11:21,161564426,
01-1078-10-10-15550,2010,2/17/2010 15:15,Karaman greben,2/17/2010 15:15,161578492,
01-1078-09-3931 61,2010,2/19/2010 11:12,Karaman greben,2/19/2010 11:12,161736700,
01-1078-12-3839 52,2010,2/19/2010 12:39,Karaman greben,2/19/2010 12:39,161741915,
01-1078-12-4221 52,2010,2/21/2010 13:36,Karaman greben,2/21/2010 13:36,161918153,
01-1078-02-162710 58,2010,2/21/2010 13:48,Karaman greben,2/21/2010 13:48,161918841,
01-1078-01-164203 45,2010,2/23/2010 11:46,Karaman greben,2/23/2010 11:46,162084327,
01-1078-118074 56,2010,2/26/2010 10:29,Karaman greben,2/26/2010 10:29,162338929,
01-1078-08-24562 59,2010,2/28/2010 12:05,Karaman greben,2/28/2010 12:05,162517494,
01-1078-09-4429 62,2010,2/28/2010 12:16,Karaman greben,2/28/2010 12:16,162518133,
01-1078-07-21498 25,2010,3/2/2010 12:00,Karaman greben,3/2/2010 12:00,162689963,
01-1078-07-21474 36,2010,3/2/2010 13:20,Karaman greben,3/2/2010 13:20,162694795,
Nema,2010,3/4/2010 13:05,Karaman greben,3/4/2010 13:05,162866670,
01-1078-08-24076 34,2010,3/4/2010 13:45,Karaman greben,3/4/2010 13:45,162869089,
01-1078-05-18703 52,2010,3/5/2010 14:01,Karaman greben,3/5/2010 14:01,162956458,
01-1078-12-5404  44,2010,3/6/2010 15:07,Karaman greben,3/6/2010 15:07,163046826,
01-1078-06-318911 47,2010,3/7/2010 10:00,Karaman greben,3/7/2010 10:00,163114758,
01-1078-07-22532,2010,3/7/2010 14:16,Karaman greben,3/7/2010 14:16,163130137,
01-1078-01-166189 11,2010,3/7/2010 14:28,Karaman greben,3/7/2010 14:28,163130843,
01-1078-08-25633 55,2010,3/7/2010 15:31,Karaman greben,3/7/2010 15:31,163134639,
01-1078-04-107320 8,2010,3/7/2010 16:21,Karaman greben,3/7/2010 16:21,163137640,
01-1078-07-22614 61,2010,3/8/2010 10:40,Karaman greben,3/8/2010 10:40,163203596,
01-1078-08-26116 36,2010,3/8/2010 12:45,Karaman greben,3/8/2010 12:45,163211078,
01-1078-11-8979 38,2010,3/9/2010 11:26,Karaman greben,3/9/2010 11:26,163292735,
01-1078-05-38573 47,2010,3/10/2010 14:30,Karaman greben,3/10/2010 14:30,163390158,
01-1078-01-166857 60,2010,3/10/2010 14:30,Karaman greben,3/10/2010 14:30,163390206,
01-1078-07-22249 61,2010,3/12/2010 11:30,Karaman greben,3/12/2010 11:30,163552204,
,2010,3/12/2010 13:30,Karaman greben,3/12/2010 13:30,163559407,
01-1078-12-6158 58,2010,3/13/2010 13:00,Karaman greben,3/13/2010 13:00,163643997,
01-1078-07-22986 47,2010,3/16/2010 15:00,Karaman greben,3/16/2010 15:00,163910397,
01-1078-08-27008 62,2010,3/18/2010 11:50,Karaman greben,3/18/2010 11:50,164071788,
01-1078-06-33167 47 ,2010,3/18/2010 14:00,Karaman greben,3/18/2010 14:00,164079574,
29-164 7256 2505 3127 5508-8,2010,3/30/2010 10:00,Karaman greben,3/30/2010 10:00,165101969,
Nema ski-pass,2010,4/8/2010 11:10,Karaman greben,4/8/2010 11:10,165883788,
01-1078-03-10685737,2010,12/11/2010 12:54,Karaman greben,12/11/2010 12:54,187230831,
01-1078-02163154,2010,12/11/2010 13:35,Karaman greben,12/11/2010 13:35,187233299,
01 1078 08 30060 40,2010,12/11/2010 14:00,Karaman greben,12/11/2010 14:00,187234757,
29-1078-10-11609 42,2010,12/12/2010 12:00,Karaman greben,12/12/2010 12:00,187313974,
,2010,12/12/2010 14:50,Karaman greben,12/12/2010 14:50,187324183,
01-1078-08-29924 40,2010,12/13/2010 12:25,Karaman greben,12/13/2010 12:25,187401902,
01-1078-02-163484 33,2010,12/18/2010 11:50,Karaman greben,12/18/2010 11:50,187831806,
01-1078-08-31052 55,2010,12/18/2010 12:28,Karaman greben,12/18/2010 12:28,187834049,
nema,2010,12/21/2010 15:15,Karaman greben,12/21/2010 15:15,188103261,
01-1078-08-31555 55,2010,12/22/2010 14:25,Karaman greben,12/22/2010 14:25,188186684,
01-1078-08-31263 55,2010,12/23/2010 11:05,Karaman greben,12/23/2010 11:05,188261075,
01-1078-08-31690 33,2010,12/23/2010 15:25,Karaman greben,12/23/2010 15:25,188276674,
01-1078-03-109293,2010,12/25/2010 11:40,Karaman greben,12/25/2010 11:40,188435972,
01-1078-06-34345 52,2010,12/27/2010 11:12,Karaman greben,12/27/2010 11:12,188607107,
01-1078-03-109952 52,2010,12/27/2010 13:25,Karaman greben,12/27/2010 13:25,188615087,
01-1078-08-3248155,2010,12/27/2010 14:47,Karaman greben,12/27/2010 14:47,188620014,
01-1078-04-109093 40,2010,12/28/2010 13:25,Karaman greben,12/28/2010 13:25,188701490,
01-1078-02-164086 33,2010,12/28/2010 14:50,Karaman greben,12/28/2010 14:50,188706566,
01-1078-04-109244 40,2010,12/30/2010 13:23,Karaman greben,12/30/2010 13:23,188874172,
01-1078-08-33298 55,2010,12/31/2010 12:10,Karaman greben,12/31/2010 12:10,188956176,
01-1078-05-19254 37,2010,12/31/2010 13:15,Karaman greben,12/31/2010 13:15,188960058,
01-1078-06-35331 47,2011,1/1/2011 14:31,Karaman greben,1/1/2011 14:31,189051036,
01-1078-04-109632 11,2011,1/1/2011 15:00,Karaman greben,1/1/2011 15:00,189052767,
01-1078-03-110892 52,2011,1/1/2011 15:53,Karaman greben,1/1/2011 15:53,189055967,
01-1078-01-170197 11,2011,1/2/2011 11:38,Karaman greben,1/2/2011 11:38,189127043,
01-1078-08-32905 55,2011,1/2/2011 12:20,Karaman greben,1/2/2011 12:20,189129564,
01-1078-06-35512 47,2011,1/2/2011 12:59,Karaman greben,1/2/2011 12:59,189131909,
01-1078-03-110867 92,2011,1/2/2011 14:00,Karaman greben,1/2/2011 14:00,189135598,
01-1078-03-111840 52,2011,1/4/2011 10:20,Karaman greben,1/4/2011 10:20,189295192,
,2011,1/4/2011 11:04,Karaman greben,1/4/2011 11:04,189297796,
01-1078-01-170715 11,2011,1/4/2011 12:10,Karaman greben,1/4/2011 12:10,189301758,
01-1078-01-170266 11,2011,1/5/2011 11:27,Karaman greben,1/5/2011 11:27,189385596,
01-1078-01-170566 11,2011,1/5/2011 15:38,Karaman greben,1/5/2011 15:38,189400650,
01-1078-08-34364 55,2011,1/5/2011 16:35,Karaman greben,1/5/2011 16:35,189404061,
01-1078-08-34578 55,2011,1/7/2011 11:30,Karaman greben,1/7/2011 11:30,189558568,
01-1078-08-34485 55,2011,1/7/2011 13:38,Karaman greben,1/7/2011 13:38,189566267,
01-1078-08-33868 55,2011,1/7/2011 15:54,Karaman greben,1/7/2011 15:54,189574426,
01-1078-02-163867 42,2011,1/8/2011 12:00,Karaman greben,1/8/2011 12:00,189646771,
26-1078-03-112732 52,2011,1/9/2011 10:30,Karaman greben,1/9/2011 10:30,189727759,
01-1078-08-35890 11,2011,1/9/2011 11:20,Karaman greben,1/9/2011 11:20,189730806,
26-1078-01-172085 57,2011,1/10/2011 9:55,Karaman greben,1/10/2011 9:55,189812087,
01-1078-04-111481 8,2011,1/10/2011 13:25,Karaman greben,1/10/2011 13:25,189824690,
01-1078-08-36608 65,2011,1/10/2011 14:47,Karaman greben,1/10/2011 14:47,189829615,
01-1078-01-171823 57,2011,1/11/2011 11:30,Karaman greben,1/11/2011 11:30,189904198,
26-1078-03-113168 52,2011,1/12/2011 14:50,Karaman greben,1/12/2011 14:50,190002567,
26-1078-08-36329 11,2011,1/12/2011 15:00,Karaman greben,1/12/2011 15:00,190003177,
26-1078-01-171803 57,2011,1/13/2011 9:06,Karaman greben,1/13/2011 9:06,190068345,
26-1078-04-111869 65,2011,1/13/2011 11:20,Karaman greben,1/13/2011 11:20,190076396,
16,2011,1/14/2011 10:30,Karaman greben,1/14/2011 10:30,190159799,
26-1078-08-35885 11,2011,1/14/2011 12:40,Karaman greben,1/14/2011 12:40,190167573,
26-1078-08-36259 11,2011,1/15/2011 14:15,Karaman greben,1/15/2011 14:15,190259700,
26-1078-10-13059 8,2011,1/16/2011 10:45,Karaman greben,1/16/2011 10:45,190333479,
26-1078-38350 47,2011,1/17/2011 11:50,Karaman greben,1/17/2011 11:50,190423807,
26-1078-112489 65,2011,1/17/2011 15:00,Karaman greben,1/17/2011 15:00,190435196,
26-1078-06-38454 47,2011,1/18/2011 11:10,Karaman greben,1/18/2011 11:10,190507785,
01-1078-01-173004 38,2011,1/18/2011 14:00,Karaman greben,1/18/2011 14:00,190517954,
26-1078-08-37721 11,2011,1/21/2011 13:03,Karaman greben,1/21/2011 13:03,190773738,
